cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,total
036.821.497-40,19:57,10/07/2023,Picanha,50.4,8,19,Stephany,cartão_debito,403.2
064.379.815-39,21:47,24/07/2023,File de frango,19.2,4,2,Maria Julia,dinheiro,76.8
629.475.813-00,12:11,21/07/2023,Alcatra,45.7,4,5,Ana,dinheiro,182.8
109.783.654-10,16:21,20/07/2023,Óleo de cozinha,8.9,2,5,Brenda,cartão_credito,17.8
810.295.463-98,19:49,29/07/2023,Farinha,2.7,8,21,Ana,cartão_credito,21.6
943.102.856-51,10:02,19/07/2023,Detergente liquido,2.5,1,13,Caroline,pix,2.5
738.596.420-65,21:20,28/07/2023,Refrigerante lata,4.7,6,5,Stephany,pix,28.2
036.821.497-40,17:04,02/07/2023,Refrigerante lata,4.7,7,10,Milena,cartão_credito,32.9
102.358.947-88,16:36,16/07/2023,Feijão,15.5,10,2,Maria Luiza,cartão_credito,155.0
426.301.598-33,09:25,27/07/2023,Alcatra,45.7,4,8,Maria Julia,cartão_credito,182.8
529.834.061-05,14:34,01/07/2023,Esponja de aço,5.5,2,15,Caroline,cartão_debito,11.0
198.250.437-41,16:53,04/07/2023,Cafe,9.5,4,5,Maria Cecília,cartão_debito,38.0
360.478.219-87,12:05,15/07/2023,File de frango,19.2,1,11,Natália,dinheiro,19.2
301.698.547-01,19:08,25/07/2023,Esponja de aço,5.5,3,18,Caroline,cartão_credito,16.5
073.241.958-14,10:46,01/07/2023,Cenoura,7.1,5,17,Isadora,cartão_credito,35.5
036.821.497-40,16:40,20/07/2023,Morango,7.5,9,11,Maria Julia,cartão_debito,67.5
791.230.458-41,16:00,27/07/2023,Alcatra,45.7,5,12,Stephany,pix,228.5
640.825.931-60,16:28,21/07/2023,Arroz,21.7,2,3,Maria Luiza,cartão_debito,43.4
702.431.958-50,11:27,20/07/2023,Sal,2.3,6,4,Stephany,dinheiro,13.8
702.431.958-50,14:29,01/07/2023,Cafe,9.5,6,1,Milena,pix,57.0
207.651.839-86,18:42,06/07/2023,File de frango,19.2,9,4,Maria Cecília,pix,172.8
853.164.790-84,10:23,20/07/2023,Linguiça frango,9.7,7,3,Natália,cartão_debito,67.9
564.823.109-15,08:06,07/07/2023,Linguiça frango,9.7,2,18,Maria Julia,cartão_debito,19.4
784.956.031-01,09:50,08/07/2023,Esponja de aço,5.5,3,17,Maria Luiza,cartão_credito,16.5
301.698.547-01,18:30,28/07/2023,Sabonete,3.5,10,11,Milena,dinheiro,35.0
369.841.052-42,17:39,04/07/2023,Morango,7.5,5,14,Natália,dinheiro,37.5
652.378.904-74,20:44,23/07/2023,Tomate,8.2,9,6,Ana,cartão_credito,73.8
593.641.287-37,22:09,24/07/2023,Gelatina,2.4,8,20,Ana,cartão_credito,19.2
652.378.904-74,15:19,14/07/2023,Arroz,21.7,4,13,Milena,cartão_debito,86.8
901.648.527-94,10:32,14/07/2023,Gelatina,2.4,7,1,Ana,cartão_credito,16.8
109.783.654-10,21:29,16/07/2023,Detergente liquido,2.5,1,19,Maria Luiza,cartão_credito,2.5
329.801.564-42,14:59,23/07/2023,Detergente liquido,2.5,5,13,Brenda,dinheiro,12.5
718.296.305-12,11:01,04/07/2023,Sabonete,3.5,9,8,Brenda,dinheiro,31.5
207.651.839-86,22:56,10/07/2023,Feijão,15.5,6,14,Milena,cartão_debito,93.0
732.650.914-06,22:33,22/07/2023,Arroz,21.7,3,3,Ana,cartão_credito,65.1
798.213.065-86,11:34,23/07/2023,Sal,2.3,5,21,Maria Julia,cartão_credito,11.5
845.607.391-10,18:26,11/07/2023,Alcatra,45.7,5,21,Natália,cartão_credito,228.5
702.431.958-50,20:59,03/07/2023,Tomate,8.2,7,18,Caroline,dinheiro,57.4
982.546.103-98,09:41,13/07/2023,Vinho,17.7,9,12,Natália,cartão_credito,159.3
985.364.701-00,09:24,23/07/2023,Refrigerante lata,4.7,5,17,Isadora,dinheiro,23.5
065.138.274-26,12:22,08/07/2023,Cenoura,7.1,7,16,Milena,pix,49.7
689.231.745-64,17:38,28/07/2023,Gelatina,2.4,4,4,Maria Luiza,cartão_credito,9.6
805.473.962-10,19:55,17/07/2023,Gelatina,2.4,7,14,Milena,dinheiro,16.8
824.170.965-01,21:49,19/07/2023,Esponja de aço,5.5,3,13,Isadora,pix,16.5
982.546.103-98,21:22,21/07/2023,Alcatra,45.7,4,13,Milena,cartão_debito,182.8
130.294.586-60,08:22,13/07/2023,Picanha,50.4,10,4,Caroline,cartão_debito,504.0
130.294.586-60,09:24,05/07/2023,Alcatra,45.7,6,17,Maria Cecília,cartão_credito,274.2
034.278.591-50,11:13,14/07/2023,Alcatra,45.7,8,15,Maria Luiza,cartão_credito,365.6
419.720.853-79,10:43,29/07/2023,Ovos,18.2,4,13,Milena,dinheiro,72.8
846.732.951-37,15:21,25/07/2023,Cenoura,7.1,9,3,Maria Luiza,cartão_debito,63.9
369.841.052-42,21:56,13/07/2023,Refrigerante lata,4.7,9,13,Maria Julia,pix,42.3
827.963.014-78,14:46,25/07/2023,Cafe,9.5,10,3,Natália,cartão_debito,95.0
531.480.729-79,21:20,05/07/2023,Óleo de cozinha,8.9,2,8,Brenda,dinheiro,17.8
823.570.469-29,09:02,03/07/2023,Detergente liquido,2.5,5,4,Milena,cartão_credito,12.5
840.617.235-53,21:46,02/07/2023,Esponja de aço,5.5,7,12,Isadora,dinheiro,38.5
426.301.598-33,18:48,19/07/2023,Esponja de aço,5.5,3,19,Milena,dinheiro,16.5
064.379.815-39,21:20,05/07/2023,Cafe,9.5,8,7,Ana,pix,76.0
906.172.385-02,08:54,01/07/2023,File de frango,19.2,1,12,Maria Luiza,pix,19.2
640.825.931-60,21:40,05/07/2023,Detergente liquido,2.5,4,8,Milena,pix,10.0
036.821.497-40,16:46,14/07/2023,Gelatina,2.4,4,11,Stephany,cartão_credito,9.6
531.480.729-79,20:25,26/07/2023,Sal,2.3,3,6,Maria Luiza,dinheiro,6.9
483.261.759-19,10:21,22/07/2023,Açúcar,25.5,9,16,Maria Luiza,dinheiro,229.5
034.278.591-50,14:43,18/07/2023,Cerveja,7.5,1,18,Isadora,cartão_debito,7.5
768.023.591-03,11:14,27/07/2023,Alcatra,45.7,10,21,Isadora,dinheiro,457.0
802.613.579-21,20:49,18/07/2023,Tomate,8.2,9,10,Maria Julia,pix,73.8
073.241.958-14,21:15,18/07/2023,Açúcar,25.5,5,11,Stephany,cartão_credito,127.5
785.146.023-90,11:11,24/07/2023,Farinha,2.7,4,3,Ana,cartão_debito,10.8
802.613.579-21,10:09,20/07/2023,Morango,7.5,9,18,Natália,pix,67.5
798.213.065-86,22:35,03/07/2023,Sabonete,3.5,1,13,Natália,cartão_debito,3.5
732.650.914-06,17:01,07/07/2023,Sabonete,3.5,2,15,Milena,cartão_credito,7.0
702.431.958-50,15:15,05/07/2023,Cafe,9.5,6,10,Isadora,cartão_credito,57.0
827.963.014-78,10:34,14/07/2023,File de frango,19.2,9,2,Ana,cartão_credito,172.8
123.407.685-35,21:15,07/07/2023,Farinha,2.7,6,12,Maria Cecília,cartão_credito,16.2
719.628.034-22,18:28,29/07/2023,Detergente liquido,2.5,9,19,Stephany,dinheiro,22.5
906.172.385-02,11:17,10/07/2023,Cafe,9.5,3,8,Natália,dinheiro,28.5
064.379.815-39,16:09,29/07/2023,Ovos,18.2,5,5,Maria Luiza,dinheiro,91.0
419.720.853-79,14:46,14/07/2023,Ovos,18.2,6,14,Brenda,cartão_debito,109.2
810.295.463-98,10:52,25/07/2023,Feijão,15.5,5,5,Maria Cecília,dinheiro,77.5
102.358.947-88,18:50,25/07/2023,Escova dental,15.5,3,3,Maria Luiza,dinheiro,46.5
732.650.914-06,16:18,19/07/2023,Alcatra,45.7,10,14,Ana,cartão_credito,457.0
982.546.103-98,17:06,20/07/2023,Cerveja,7.5,7,10,Caroline,cartão_credito,52.5
624.705.981-76,19:28,05/07/2023,Ovos,18.2,5,9,Brenda,dinheiro,91.0
901.765.842-85,20:09,02/07/2023,Tomate,8.2,9,7,Maria Julia,pix,73.8
752.631.049-52,21:22,05/07/2023,Sal,2.3,5,10,Isadora,cartão_credito,11.5
048.196.375-84,11:40,29/07/2023,Detergente liquido,2.5,4,8,Milena,cartão_debito,10.0
857.132.409-32,22:14,26/07/2023,Açúcar,25.5,2,16,Maria Julia,cartão_credito,51.0
593.641.287-37,19:51,07/07/2023,Picanha,50.4,1,14,Natália,dinheiro,50.4
269.731.504-70,13:19,10/07/2023,Sabonete,3.5,1,6,Caroline,cartão_debito,3.5
593.641.287-37,08:53,08/07/2023,Esponja de aço,5.5,2,1,Maria Luiza,pix,11.0
803.615.947-39,21:33,10/07/2023,Açúcar,25.5,7,5,Caroline,cartão_debito,178.5
652.378.904-74,16:14,07/07/2023,Sabonete,3.5,9,11,Caroline,dinheiro,31.5
652.378.904-74,13:41,11/07/2023,Refrigerante lata,4.7,5,11,Maria Luiza,cartão_debito,23.5
827.963.014-78,18:09,18/07/2023,Arroz,21.7,6,4,Ana,cartão_credito,130.2
732.650.914-06,12:52,30/07/2023,Feijão,15.5,10,10,Milena,cartão_credito,155.0
803.615.947-39,21:27,17/07/2023,Sabonete,3.5,3,15,Isadora,pix,10.5
840.617.235-53,08:51,05/07/2023,Cafe,9.5,2,10,Maria Julia,cartão_credito,19.0
468.307.129-04,10:46,17/07/2023,Óleo de cozinha,8.9,2,7,Maria Luiza,pix,17.8
827.963.014-78,15:53,12/07/2023,Linguiça frango,9.7,2,16,Stephany,dinheiro,19.4
564.823.109-15,20:38,23/07/2023,Sabonete,3.5,5,10,Maria Julia,cartão_credito,17.5
732.650.914-06,10:34,26/07/2023,Detergente liquido,2.5,1,12,Isadora,cartão_credito,2.5
937.615.420-70,13:35,11/07/2023,Arroz,21.7,8,2,Isadora,cartão_credito,173.6
614.297.038-22,16:09,21/07/2023,Esponja de aço,5.5,2,7,Maria Luiza,pix,11.0
846.732.951-37,22:32,27/07/2023,Cenoura,7.1,2,6,Caroline,cartão_debito,14.2
564.823.109-15,14:28,09/07/2023,Gelatina,2.4,3,17,Maria Julia,cartão_credito,7.2
036.821.497-40,19:24,06/07/2023,Cerveja,7.5,1,5,Maria Luiza,dinheiro,7.5
985.364.701-00,11:33,04/07/2023,Arroz,21.7,2,14,Maria Julia,dinheiro,43.4
369.841.052-42,14:26,08/07/2023,Esponja de aço,5.5,1,15,Isadora,cartão_debito,5.5
069.738.451-93,14:18,23/07/2023,Linguiça frango,9.7,8,5,Caroline,cartão_debito,77.6
073.241.958-14,09:30,28/07/2023,Linguiça frango,9.7,9,18,Maria Cecília,cartão_debito,87.3
034.278.591-50,10:14,30/07/2023,Tomate,8.2,1,2,Stephany,dinheiro,8.2
546.078.231-71,16:20,13/07/2023,Farinha,2.7,4,17,Caroline,cartão_credito,10.8
109.783.654-10,15:32,15/07/2023,Picanha,50.4,1,5,Caroline,cartão_debito,50.4
846.732.951-37,14:26,06/07/2023,Ovos,18.2,3,16,Isadora,dinheiro,54.6
823.570.469-29,19:39,20/07/2023,Gelatina,2.4,6,3,Maria Luiza,cartão_credito,14.4
069.738.451-93,08:32,30/07/2023,Picanha,50.4,2,14,Natália,cartão_debito,100.8
890.234.517-32,10:29,28/07/2023,Morango,7.5,3,10,Ana,pix,22.5
123.407.685-35,17:12,21/07/2023,Cenoura,7.1,7,17,Maria Luiza,cartão_debito,49.7
198.250.437-41,20:16,19/07/2023,Farinha,2.7,5,2,Milena,cartão_debito,13.5
418.907.352-05,08:15,17/07/2023,Tomate,8.2,7,13,Milena,cartão_credito,57.4
462.179.385-37,11:48,02/07/2023,Gelatina,2.4,2,1,Milena,dinheiro,4.8
943.102.856-51,19:18,04/07/2023,Refrigerante lata,4.7,7,17,Stephany,cartão_debito,32.9
065.138.274-26,12:33,22/07/2023,Vinho,17.7,10,4,Maria Luiza,dinheiro,177.0
036.821.497-40,22:29,24/07/2023,Cerveja,7.5,9,16,Maria Julia,pix,67.5
943.102.856-51,15:48,05/07/2023,Cafe,9.5,2,14,Natália,pix,19.0
295.073.846-00,21:38,13/07/2023,Sabonete,3.5,3,16,Natália,pix,10.5
384.071.659-48,17:05,23/07/2023,Gelatina,2.4,10,21,Natália,cartão_debito,24.0
109.783.654-10,12:13,29/07/2023,Alcatra,45.7,8,8,Natália,cartão_credito,365.6
261.850.473-90,14:37,13/07/2023,Detergente liquido,2.5,4,10,Brenda,dinheiro,10.0
301.698.547-01,17:23,02/07/2023,Farinha,2.7,9,17,Caroline,cartão_credito,24.3
593.641.287-37,11:12,02/07/2023,Sal,2.3,10,9,Brenda,pix,23.0
863.125.974-82,19:19,25/07/2023,Picanha,50.4,7,8,Ana,pix,352.8
629.475.813-00,12:05,25/07/2023,Cafe,9.5,6,6,Stephany,cartão_debito,57.0
614.297.038-22,14:27,24/07/2023,Esponja de aço,5.5,8,17,Maria Luiza,pix,44.0
752.631.049-52,15:08,08/07/2023,Esponja de aço,5.5,5,18,Milena,cartão_credito,27.5
784.956.031-01,22:25,16/07/2023,Cerveja,7.5,8,15,Maria Luiza,cartão_debito,60.0
784.956.031-01,17:08,15/07/2023,Açúcar,25.5,2,5,Maria Luiza,cartão_credito,51.0
937.615.420-70,21:15,07/07/2023,Óleo de cozinha,8.9,1,18,Natália,pix,8.9
723.510.694-80,15:52,21/07/2023,Tomate,8.2,3,19,Maria Julia,cartão_debito,24.6
963.128.074-87,16:15,18/07/2023,Óleo de cozinha,8.9,10,19,Brenda,pix,89.0
069.738.451-93,16:52,26/07/2023,Farinha,2.7,3,16,Natália,pix,8.1
702.431.958-50,17:38,18/07/2023,Feijão,15.5,7,16,Brenda,pix,108.5
130.294.586-60,08:49,24/07/2023,Morango,7.5,2,8,Maria Luiza,pix,15.0
215.873.490-60,21:03,30/07/2023,Alcatra,45.7,2,14,Isadora,dinheiro,91.4
803.615.947-39,08:34,30/07/2023,Sal,2.3,1,10,Milena,cartão_credito,2.3
483.261.759-19,19:41,30/07/2023,Escova dental,15.5,8,8,Stephany,dinheiro,124.0
890.234.517-32,21:46,20/07/2023,Escova dental,15.5,3,21,Natália,dinheiro,46.5
805.473.962-10,12:55,25/07/2023,Açúcar,25.5,8,18,Brenda,pix,204.0
805.614.923-60,19:03,21/07/2023,Detergente liquido,2.5,7,1,Stephany,pix,17.5
827.963.014-78,20:14,23/07/2023,Sal,2.3,1,13,Isadora,cartão_debito,2.3
901.648.527-94,13:35,06/07/2023,Tomate,8.2,5,10,Brenda,cartão_debito,41.0
762.945.831-28,15:10,04/07/2023,Farinha,2.7,2,20,Ana,pix,5.4
263.179.804-03,09:11,21/07/2023,Cerveja,7.5,7,12,Maria Luiza,cartão_debito,52.5
785.146.023-90,12:23,20/07/2023,Farinha,2.7,1,17,Ana,dinheiro,2.7
154.293.076-61,22:20,14/07/2023,Detergente liquido,2.5,1,11,Isadora,cartão_debito,2.5
823.570.469-29,14:12,23/07/2023,Sabonete,3.5,10,3,Ana,pix,35.0
963.128.074-87,15:23,16/07/2023,Vinho,17.7,3,17,Ana,cartão_debito,53.1
154.293.076-61,20:32,12/07/2023,Detergente liquido,2.5,3,1,Milena,cartão_debito,7.5
752.631.049-52,21:10,29/07/2023,Escova dental,15.5,9,13,Natália,dinheiro,139.5
827.963.014-78,19:07,20/07/2023,Cafe,9.5,2,9,Milena,cartão_credito,19.0
715.408.269-02,22:32,26/07/2023,File de frango,19.2,8,10,Stephany,cartão_debito,153.6
652.378.904-74,17:05,24/07/2023,Feijão,15.5,4,1,Stephany,dinheiro,62.0
645.312.987-64,19:09,07/07/2023,Sabonete,3.5,8,15,Caroline,pix,28.0
102.358.947-88,18:00,01/07/2023,Óleo de cozinha,8.9,4,9,Caroline,dinheiro,35.6
418.907.352-05,19:25,19/07/2023,Ovos,18.2,10,1,Ana,pix,182.0
791.230.458-41,15:04,21/07/2023,Ovos,18.2,1,4,Caroline,cartão_debito,18.2
864.279.053-92,12:53,15/07/2023,File de frango,19.2,5,15,Brenda,dinheiro,96.0
810.295.463-98,16:30,09/07/2023,Arroz,21.7,1,19,Milena,cartão_debito,21.7
901.765.842-85,19:56,25/07/2023,Farinha,2.7,4,17,Maria Julia,dinheiro,10.8
531.480.729-79,10:48,22/07/2023,Linguiça frango,9.7,3,15,Maria Luiza,dinheiro,29.1
519.734.206-43,16:05,06/07/2023,Açúcar,25.5,2,2,Stephany,cartão_credito,51.0
702.431.958-50,21:27,24/07/2023,Cafe,9.5,3,21,Maria Julia,dinheiro,28.5
702.431.958-50,20:01,13/07/2023,Tomate,8.2,4,20,Milena,pix,32.8
738.596.420-65,20:22,25/07/2023,Detergente liquido,2.5,8,9,Caroline,pix,20.0
207.651.839-86,08:38,02/07/2023,Feijão,15.5,7,6,Milena,cartão_credito,108.5
640.825.931-60,16:13,14/07/2023,Refrigerante lata,4.7,4,19,Caroline,pix,18.8
069.738.451-93,11:21,16/07/2023,Linguiça frango,9.7,6,8,Caroline,dinheiro,58.2
360.478.219-87,21:21,05/07/2023,Detergente liquido,2.5,9,4,Caroline,cartão_credito,22.5
614.297.038-22,21:29,27/07/2023,Morango,7.5,5,10,Maria Julia,cartão_credito,37.5
738.596.420-65,10:24,20/07/2023,Refrigerante lata,4.7,1,1,Milena,cartão_credito,4.7
984.013.257-14,11:56,16/07/2023,Picanha,50.4,4,9,Maria Cecília,cartão_credito,201.6
369.841.052-42,09:37,07/07/2023,Linguiça frango,9.7,2,19,Ana,pix,19.4
301.698.547-01,18:53,09/07/2023,Cenoura,7.1,2,8,Stephany,dinheiro,14.2
047.853.961-48,10:45,02/07/2023,Óleo de cozinha,8.9,7,12,Natália,cartão_credito,62.3
798.213.065-86,21:58,21/07/2023,Sal,2.3,2,8,Maria Cecília,dinheiro,4.6
564.823.109-15,13:38,28/07/2023,Cenoura,7.1,4,19,Natália,cartão_credito,28.4
263.179.804-03,11:37,05/07/2023,Óleo de cozinha,8.9,6,11,Natália,dinheiro,53.4
810.295.463-98,18:07,26/07/2023,Esponja de aço,5.5,4,7,Maria Cecília,dinheiro,22.0
519.734.206-43,21:39,28/07/2023,Tomate,8.2,8,2,Maria Luiza,cartão_debito,65.6
803.615.947-39,13:36,05/07/2023,Cafe,9.5,4,11,Isadora,cartão_debito,38.0
738.596.420-65,15:03,10/07/2023,Picanha,50.4,8,1,Stephany,cartão_credito,403.2
715.408.269-02,13:58,23/07/2023,Esponja de aço,5.5,10,4,Maria Luiza,cartão_debito,55.0
805.614.923-60,19:14,14/07/2023,Cafe,9.5,9,8,Brenda,cartão_debito,85.5
645.312.987-64,08:39,24/07/2023,Cerveja,7.5,5,5,Maria Luiza,cartão_credito,37.5
069.738.451-93,19:16,17/07/2023,Arroz,21.7,2,19,Maria Julia,dinheiro,43.4
593.641.287-37,20:24,24/07/2023,Cafe,9.5,2,21,Natália,dinheiro,19.0
823.570.469-29,20:04,15/07/2023,Detergente liquido,2.5,2,7,Natália,cartão_debito,5.0
857.132.409-32,13:49,25/07/2023,Esponja de aço,5.5,2,5,Maria Luiza,cartão_credito,11.0
157.296.043-43,18:11,29/07/2023,Cenoura,7.1,7,17,Isadora,cartão_credito,49.7
614.297.038-22,21:48,24/07/2023,Linguiça frango,9.7,6,13,Maria Julia,cartão_credito,58.2
803.615.947-39,13:21,21/07/2023,Esponja de aço,5.5,8,10,Maria Luiza,cartão_debito,44.0
937.615.420-70,21:25,01/07/2023,Detergente liquido,2.5,10,21,Caroline,cartão_debito,25.0
785.146.023-90,16:19,01/07/2023,Linguiça frango,9.7,4,13,Ana,cartão_credito,38.8
890.234.517-32,08:31,15/07/2023,Esponja de aço,5.5,5,2,Maria Julia,pix,27.5
301.698.547-01,12:27,20/07/2023,Refrigerante lata,4.7,8,9,Stephany,cartão_debito,37.6
732.650.914-06,21:56,16/07/2023,Morango,7.5,10,16,Natália,dinheiro,75.0
130.294.586-60,10:32,19/07/2023,Gelatina,2.4,1,13,Milena,dinheiro,2.4
845.607.391-10,16:21,25/07/2023,Arroz,21.7,3,9,Ana,pix,65.1
846.732.951-37,15:58,29/07/2023,Farinha,2.7,3,18,Natália,cartão_debito,8.1
329.801.564-42,20:18,04/07/2023,Linguiça frango,9.7,9,6,Brenda,cartão_credito,87.3
593.641.287-37,17:15,02/07/2023,File de frango,19.2,1,9,Ana,pix,19.2
123.407.685-35,15:47,05/07/2023,Linguiça frango,9.7,4,15,Stephany,cartão_credito,38.8
468.307.129-04,21:31,23/07/2023,Refrigerante lata,4.7,6,14,Brenda,cartão_credito,28.2
984.013.257-14,18:52,17/07/2023,Linguiça frango,9.7,7,8,Maria Luiza,cartão_credito,67.9
436.891.750-20,19:50,06/07/2023,Açúcar,25.5,7,10,Maria Luiza,pix,178.5
036.821.497-40,19:37,28/07/2023,Açúcar,25.5,5,8,Milena,cartão_credito,127.5
901.648.527-94,21:37,10/07/2023,Sabonete,3.5,10,5,Natália,cartão_credito,35.0
096.785.421-02,21:13,05/07/2023,Óleo de cozinha,8.9,7,5,Ana,cartão_debito,62.3
261.850.473-90,17:33,04/07/2023,Alcatra,45.7,3,3,Milena,pix,137.1
715.408.269-02,21:48,28/07/2023,Sal,2.3,1,16,Stephany,dinheiro,2.3
906.172.385-02,13:51,25/07/2023,Escova dental,15.5,8,3,Stephany,dinheiro,124.0
768.023.591-03,13:06,15/07/2023,File de frango,19.2,1,6,Maria Julia,cartão_debito,19.2
360.478.219-87,21:28,13/07/2023,Arroz,21.7,7,5,Stephany,dinheiro,151.9
593.641.287-37,22:16,27/07/2023,Linguiça frango,9.7,6,21,Maria Cecília,cartão_credito,58.2
034.278.591-50,12:15,25/07/2023,Cafe,9.5,1,19,Natália,pix,9.5
890.234.517-32,18:45,29/07/2023,Farinha,2.7,6,6,Maria Luiza,dinheiro,16.2
569.403.271-34,09:48,23/07/2023,Arroz,21.7,6,3,Maria Luiza,dinheiro,130.2
468.307.129-04,08:03,03/07/2023,Alcatra,45.7,1,10,Ana,cartão_credito,45.7
943.102.856-51,14:15,19/07/2023,Açúcar,25.5,4,6,Caroline,dinheiro,102.0
207.651.839-86,21:38,02/07/2023,Óleo de cozinha,8.9,1,1,Caroline,pix,8.9
109.783.654-10,10:50,19/07/2023,Detergente liquido,2.5,1,2,Stephany,cartão_credito,2.5
689.231.745-64,16:10,28/07/2023,Vinho,17.7,9,2,Natália,pix,159.3
827.963.014-78,14:48,15/07/2023,Açúcar,25.5,4,15,Maria Luiza,dinheiro,102.0
198.250.437-41,11:29,23/07/2023,Cenoura,7.1,1,16,Maria Luiza,pix,7.1
593.641.287-37,10:45,04/07/2023,Vinho,17.7,3,15,Caroline,pix,53.1
123.407.685-35,18:26,11/07/2023,Esponja de aço,5.5,8,8,Maria Cecília,dinheiro,44.0
963.128.074-87,08:51,11/07/2023,Feijão,15.5,8,20,Milena,cartão_credito,124.0
791.230.458-41,11:09,04/07/2023,Farinha,2.7,3,8,Ana,dinheiro,8.1
864.279.053-92,12:09,23/07/2023,Refrigerante lata,4.7,2,11,Maria Cecília,dinheiro,9.4
519.734.206-43,11:19,24/07/2023,Morango,7.5,6,4,Natália,dinheiro,45.0
102.358.947-88,18:25,30/07/2023,File de frango,19.2,1,20,Natália,dinheiro,19.2
937.615.420-70,15:16,11/07/2023,Açúcar,25.5,1,3,Caroline,cartão_debito,25.5
041.639.752-25,09:59,28/07/2023,Morango,7.5,2,14,Ana,cartão_credito,15.0
624.705.981-76,20:40,04/07/2023,Ovos,18.2,9,8,Ana,cartão_credito,163.8
689.231.745-64,08:45,09/07/2023,Vinho,17.7,5,21,Natália,dinheiro,88.5
462.179.385-37,20:02,26/07/2023,Esponja de aço,5.5,10,16,Maria Julia,cartão_debito,55.0
805.614.923-60,10:25,13/07/2023,Escova dental,15.5,7,2,Brenda,dinheiro,108.5
652.378.904-74,18:20,15/07/2023,Detergente liquido,2.5,4,19,Maria Cecília,cartão_debito,10.0
065.138.274-26,15:10,04/07/2023,Feijão,15.5,1,10,Natália,cartão_debito,15.5
123.407.685-35,14:37,07/07/2023,Ovos,18.2,7,18,Stephany,dinheiro,127.4
369.841.052-42,18:59,06/07/2023,Farinha,2.7,1,15,Maria Luiza,cartão_debito,2.7
102.358.947-88,17:57,01/07/2023,Cenoura,7.1,10,16,Maria Luiza,cartão_credito,71.0
254.193.867-55,21:06,04/07/2023,Tomate,8.2,9,4,Natália,cartão_credito,73.8
845.607.391-10,18:49,04/07/2023,Vinho,17.7,9,17,Milena,pix,159.3
529.834.061-05,19:09,27/07/2023,Arroz,21.7,4,21,Caroline,pix,86.8
802.613.579-21,14:14,22/07/2023,Escova dental,15.5,10,13,Maria Luiza,dinheiro,155.0
047.853.961-48,12:16,26/07/2023,Ovos,18.2,3,7,Stephany,dinheiro,54.6
569.403.271-34,10:01,16/07/2023,Sal,2.3,9,7,Ana,dinheiro,20.7
624.705.981-76,15:58,23/07/2023,File de frango,19.2,3,16,Ana,cartão_credito,57.6
719.628.034-22,19:58,09/07/2023,Açúcar,25.5,7,9,Maria Cecília,dinheiro,178.5
419.720.853-79,08:21,02/07/2023,Cafe,9.5,6,12,Maria Luiza,pix,57.0
802.613.579-21,16:48,20/07/2023,Óleo de cozinha,8.9,10,15,Maria Luiza,cartão_credito,89.0
864.279.053-92,16:41,13/07/2023,Vinho,17.7,2,10,Milena,cartão_credito,35.4
207.651.839-86,11:12,14/07/2023,Sal,2.3,3,7,Maria Cecília,cartão_debito,6.9
906.172.385-02,11:49,28/07/2023,Ovos,18.2,7,2,Natália,cartão_credito,127.4
982.546.103-98,14:50,22/07/2023,Tomate,8.2,8,20,Maria Luiza,pix,65.6
791.230.458-41,12:19,01/07/2023,Cenoura,7.1,4,17,Milena,pix,28.4
295.073.846-00,22:47,12/07/2023,Cafe,9.5,7,1,Natália,cartão_debito,66.5
624.705.981-76,19:37,06/07/2023,Arroz,21.7,7,11,Maria Julia,cartão_credito,151.9
921.543.870-04,12:05,08/07/2023,Picanha,50.4,9,18,Stephany,cartão_credito,453.6
715.408.269-02,10:14,30/07/2023,Detergente liquido,2.5,8,14,Isadora,pix,20.0
604.938.712-50,15:00,30/07/2023,Cafe,9.5,9,8,Natália,cartão_debito,85.5
827.963.014-78,20:20,06/07/2023,Morango,7.5,7,11,Isadora,dinheiro,52.5
012.875.936-40,21:10,09/07/2023,Ovos,18.2,4,16,Milena,pix,72.8
980.267.513-02,10:57,12/07/2023,Gelatina,2.4,2,18,Stephany,dinheiro,4.8
157.296.043-43,18:17,15/07/2023,Óleo de cozinha,8.9,8,21,Stephany,cartão_debito,71.2
157.296.043-43,15:10,23/07/2023,Sabonete,3.5,4,20,Natália,cartão_debito,14.0
715.408.269-02,22:18,23/07/2023,File de frango,19.2,6,18,Milena,pix,115.2
768.023.591-03,15:51,26/07/2023,Farinha,2.7,7,20,Maria Cecília,cartão_debito,18.9
462.179.385-37,21:47,26/07/2023,Alcatra,45.7,5,1,Natália,dinheiro,228.5
034.278.591-50,08:00,25/07/2023,Ovos,18.2,8,2,Ana,pix,145.6
130.294.586-60,13:11,02/07/2023,Picanha,50.4,9,8,Stephany,dinheiro,453.6
468.307.129-04,15:10,04/07/2023,Óleo de cozinha,8.9,2,14,Natália,cartão_debito,17.8
689.231.745-64,19:03,20/07/2023,Morango,7.5,10,9,Natália,cartão_credito,75.0
963.128.074-87,22:42,03/07/2023,Açúcar,25.5,6,1,Maria Julia,cartão_debito,153.0
702.431.958-50,13:38,14/07/2023,Ovos,18.2,6,13,Maria Luiza,cartão_credito,109.2
718.296.305-12,10:54,15/07/2023,Detergente liquido,2.5,2,2,Caroline,pix,5.0
564.823.109-15,15:46,19/07/2023,Gelatina,2.4,10,13,Maria Cecília,pix,24.0
419.720.853-79,13:27,12/07/2023,Farinha,2.7,1,5,Stephany,pix,2.7
